Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Thomas Rademaker,RUNNING,23-09-2018,19:35:01,00:43:23,9.51,155,13.2,17.2,04:34,03:29,635,20,84,,67,120,18,9,,180.0,73.0,196,55,61,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,119,0.0,00:00,0,4,,0.00,,,
,00:00:01,119,13.2,04:33,0,4,,0.00,,,
,00:00:02,119,13.3,04:31,0,4,,2.90,,,
,00:00:03,119,13.3,04:31,0,4,,2.90,,,
,00:00:04,119,13.3,04:31,0,4,,2.90,,,
,00:00:05,119,13.3,04:31,0,3,,6.70,,,
,00:00:06,119,13.3,04:31,0,3,,10.40,,,
,00:00:07,118,13.4,04:29,0,3,,14.30,,,
,00:00:08,118,13.4,04:29,0,3,,18.10,,,
,00:00:09,118,13.4,04:29,0,3,,22.00,,,
,00:00:10,117,13.5,04:27,26,3,,25.70,,,
,00:00:11,116,13.5,04:27,71,3,,29.30,,,
,00:00:12,115,13.5,04:27,78,3,,33.10,,,
,00:00:13,114,13.5,04:27,82,3,,36.80,,,
,00:00:14,114,13.5,04:27,85,3,,40.70,,,
,00:00:15,113,13.5,04:27,85,3,,44.50,,,
,00:00:16,113,13.5,04:27,85,3,,48.30,,,
,00:00:17,113,13.5,04:27,85,3,,51.90,,,
,00:00:18,113,13.5,04:27,85,3,,55.50,,,
,00:00:19,112,13.5,04:27,85,3,,59.40,,,
,00:00:20,112,13.5,04:27,85,3,,63.10,,,
,00:00:21,113,13.5,04:27,85,3,,66.80,,,
,00:00:22,113,13.5,04:27,85,3,,70.50,,,
,00:00:23,114,13.4,04:29,85,3,,74.20,,,
,00:00:24,114,13.4,04:29,85,3,,77.90,,,
,00:00:25,115,13.4,04:29,85,3,,81.50,,,
,00:00:26,117,13.4,04:29,85,3,,85.30,,,
,00:00:27,118,13.4,04:29,85,3,,88.90,,,
,00:00:28,119,13.4,04:29,85,4,,92.50,,,
,00:00:29,123,13.4,04:29,85,4,,96.10,,,
,00:00:30,126,13.3,04:31,84,4,,99.60,,,
,00:00:31,128,13.2,04:33,84,4,,103.00,,,
,00:00:32,130,13.2,04:33,85,4,,106.20,,,
,00:00:33,130,13.0,04:37,85,4,,109.40,,,
,00:00:34,131,12.8,04:41,85,4,,112.50,,,
,00:00:35,132,12.5,04:48,85,4,,115.30,,,
,00:00:36,132,12.2,04:55,85,4,,118.10,,,
,00:00:37,133,11.5,05:13,84,4,,120.30,,,
,00:00:38,133,11.1,05:24,83,4,,122.50,,,
,00:00:39,133,10.8,05:33,83,4,,124.60,,,
,00:00:40,133,10.9,05:30,84,4,,126.90,,,
,00:00:41,133,11.0,05:27,85,4,,129.30,,,
,00:00:42,133,11.1,05:24,85,4,,132.20,,,
,00:00:43,133,11.3,05:19,83,4,,134.90,,,
,00:00:44,133,11.4,05:16,83,4,,138.10,,,
,00:00:45,134,11.4,05:16,83,4,,141.50,,,
,00:00:46,134,11.5,05:13,84,4,,145.30,,,
,00:00:47,134,11.6,05:10,85,4,,149.10,,,
,00:00:48,134,11.6,05:10,85,4,,153.00,,,
,00:00:49,134,11.7,05:08,85,4,,156.50,,,
,00:00:50,134,11.7,05:08,85,4,,160.00,,,
,00:00:51,134,11.7,05:08,85,4,,163.20,,,
,00:00:52,133,11.7,05:08,85,4,,166.40,,,
,00:00:53,133,11.7,05:08,85,4,,169.80,,,
,00:00:54,133,11.7,05:08,85,4,,173.20,,,
,00:00:55,133,11.7,05:08,85,4,,176.40,,,
,00:00:56,132,11.7,05:08,85,4,,179.60,,,
